name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Pooja Reddy,21,Male,BSc CS,2nd Year,91,5.4,8.0,4.5,6.3,8.8,1.0,never,0,6.6,0,1,0.4774439475342918,0.47,Medium
Ananya Sharma,18,Male,BA,2nd Year,68,7.0,8.9,7.5,7.7,5.9,3.0,occasionally,0,7.4,2,1,0.5144520815199448,0.51,Medium
Simran Kulkarni,21,Female,BA,2nd Year,75,5.6,6.0,6.7,5.9,7.0,1.0,occasionally,0,6.2,2,1,0.4739172194375244,0.48,Medium
Aarav Khan,18,Female,BSc CS,3rd Year,73,8.1,8.7,9.1,8.2,6.4,0.0,rarely,0,8.1,1,0,0.24927214335024167,0.26,Low
Aditya Jain,20,Female,BBA,1st Year,41,7.8,7.2,8.9,6.1,7.6,1.0,never,0,7.5,0,1,0.5935558423627579,0.58,Medium
Aryan Jain,20,Male,BCom,2nd Year,73,6.0,5.7,7.8,9.2,8.8,0.0,never,0,7.5,0,0,0.3783503916919291,0.38,Medium
Rohan Jain,18,Female,BCom,3rd Year,66,7.2,6.5,8.2,6.8,9.9,5.0,occasionally,0,7.7,2,1,0.6426899180598493,0.63,High
Diya Bansal,18,Male,BSc IT,2nd Year,88,6.0,7.2,9.0,8.0,6.4,1.0,regularly,0,7.3,3,1,0.2285319806705284,0.24,Low
Manav Mishra,21,Female,BSc IT,2nd Year,62,8.5,6.4,7.5,7.8,10.0,0.0,regularly,0,8.0,3,0,0.18408019929765587,0.19,Low
Ishaan Patel,22,Female,BSc CS,1st Year,85,6.6,8.6,7.5,6.7,7.0,3.0,rarely,0,7.3,1,1,0.5139868535582436,0.51,Medium
Vikram Malhotra,21,Male,BCom,3rd Year,81,5.8,7.4,8.4,6.4,5.9,1.0,never,0,6.8,0,1,0.5007953897409733,0.5,Medium
Karan Mishra,19,Male,BA,3rd Year,77,7.8,8.6,7.8,8.6,5.3,1.0,never,0,7.6,0,1,0.41849506258066455,0.41,Medium
Ishaan Saxena,19,Female,BSc IT,3rd Year,84,6.3,8.1,5.6,8.0,7.2,0.0,regularly,0,7.0,3,0,0.20479034727016227,0.2,Low
Nisha Iyer,21,Female,BA,2nd Year,59,8.8,7.0,8.8,8.6,7.7,1.0,occasionally,0,8.2,2,1,0.3115976828646035,0.32,Medium
Riya Malhotra,22,Male,BCom,1st Year,63,8.7,7.0,8.7,6.9,5.6,1.0,regularly,0,7.4,3,1,0.33080709547678355,0.33,Medium
Ishaan Reddy,18,Male,BSc CS,3rd Year,68,4.6,6.9,7.3,6.8,7.3,0.0,rarely,0,6.6,1,0,0.45107602725335405,0.44,Medium
Simran Mishra,20,Male,BA,3rd Year,71,7.3,5.9,7.5,7.2,7.8,0.0,occasionally,0,7.1,2,0,0.3090014106912386,0.31,Medium
Rohan Iyer,22,Male,BA,2nd Year,73,7.0,6.5,8.2,8.1,6.7,2.0,rarely,0,7.3,1,1,0.49155085992136144,0.49,Medium
Diya Chopra,21,Male,BBA,3rd Year,76,8.3,8.3,5.7,6.8,5.6,1.0,never,0,7.0,0,1,0.5037668457544197,0.51,Medium
Diya Tiwari,22,Female,BSc IT,3rd Year,75,6.2,6.1,5.3,6.4,6.8,2.0,regularly,0,6.2,3,1,0.5015607647747397,0.51,Medium
Tanvi Chopra,21,Male,BCom,3rd Year,73,6.9,6.9,6.1,8.1,6.5,2.0,never,0,6.9,0,1,0.5991235705495691,0.6,Medium
Meera Shah,22,Female,BBA,1st Year,71,7.0,8.8,4.9,8.9,7.5,1.0,rarely,0,7.4,1,1,0.4107062460605697,0.41,Medium
Diya Saxena,22,Male,BSc IT,3rd Year,50,8.0,7.0,5.5,6.3,8.9,1.0,regularly,0,7.1,3,1,0.41796980520455007,0.42,Medium
Sneha Shah,18,Female,BCom,3rd Year,80,6.6,6.4,7.5,6.1,6.7,1.0,occasionally,0,6.7,2,1,0.4034276795629857,0.41,Medium
Yash Saxena,21,Male,BA,2nd Year,73,7.7,8.7,6.8,7.7,5.7,1.0,regularly,0,7.3,3,1,0.29357385118708146,0.29,Low
Ananya Reddy,18,Male,BCom,2nd Year,82,6.3,8.2,5.5,8.1,6.0,0.0,occasionally,0,6.8,2,0,0.29534471891226716,0.29,Low
Ananya Kulkarni,22,Female,BCom,1st Year,98,6.1,7.0,6.7,7.6,8.1,1.0,occasionally,0,7.1,2,1,0.26674070294444263,0.26,Low
Meera Jain,20,Male,BSc CS,2nd Year,78,9.4,7.0,6.0,6.5,7.0,0.0,regularly,0,7.2,3,0,0.2147552300627307,0.22,Low
Diya Iyer,21,Female,BSc IT,1st Year,95,6.8,7.1,5.1,5.6,8.6,3.0,regularly,0,6.6,3,1,0.427679562985863,0.43,Medium
Pooja Shah,20,Male,BSc CS,1st Year,68,6.6,5.4,7.0,6.6,8.9,2.0,rarely,0,6.9,1,1,0.5620103850886934,0.56,Medium
Neha Mehta,18,Female,BSc IT,1st Year,82,6.8,6.8,8.4,7.0,7.0,3.0,regularly,0,7.2,3,1,0.4150433712519136,0.42,Medium
Kavya Iyer,22,Female,BCom,3rd Year,76,4.1,7.0,5.5,5.7,6.5,1.0,occasionally,0,5.7,2,1,0.5284839571389982,0.53,Medium
Siddharth Khan,18,Female,BCom,1st Year,80,8.4,7.8,8.0,4.9,7.0,1.0,regularly,0,7.2,3,1,0.2781162769757181,0.28,Low
Karan Gupta,19,Male,BBA,3rd Year,84,5.3,6.8,7.3,6.5,7.4,0.0,occasionally,0,6.7,2,0,0.30754569739172194,0.3,Low
Sneha Iyer,19,Female,BBA,2nd Year,74,7.0,7.0,6.7,8.5,5.1,2.0,occasionally,0,6.9,2,1,0.48125581534952133,0.48,Medium
Rohan Reddy,20,Male,BA,1st Year,82,8.4,7.0,6.1,6.8,6.6,0.0,never,0,7.0,0,0,0.40395293693910017,0.41,Medium
Vivaan Iyer,18,Female,BSc CS,3rd Year,72,6.5,7.0,7.4,7.8,8.8,4.0,regularly,0,7.5,3,1,0.504967434042681,0.5,Medium
Ananya Pandey,20,Male,BSc IT,1st Year,67,7.0,7.5,6.9,5.9,8.3,1.0,rarely,0,7.1,1,1,0.4627217336494882,0.46,Medium
Priya Desai,22,Male,BSc IT,2nd Year,89,6.4,5.9,8.6,7.1,7.0,0.0,regularly,0,7.0,3,0,0.18206921391481817,0.18,Low
Yash Mishra,18,Female,BSc IT,3rd Year,73,10.0,7.5,8.8,5.7,7.0,2.0,never,1,7.8,0,1,0.4951526247861451,0.5,Medium
Tanvi Bansal,19,Female,BA,3rd Year,74,8.0,7.0,6.7,7.6,7.7,1.0,occasionally,0,7.4,2,1,0.3387910075937208,0.34,Medium
Rohan Mishra,20,Male,BSc IT,1st Year,55,8.6,8.2,4.3,6.8,7.0,2.0,occasionally,0,7.0,2,1,0.5482636491881022,0.54,Medium
Pooja Malhotra,19,Male,BA,2nd Year,82,7.8,6.1,7.6,7.3,6.9,1.0,regularly,0,7.2,3,1,0.2729537473361948,0.27,Low
Rahul Malhotra,18,Female,BSc IT,2nd Year,74,7.8,7.7,9.0,7.6,7.0,0.0,never,0,7.8,0,0,0.3363448089563886,0.34,Medium
Ishaan Malhotra,19,Female,BSc IT,3rd Year,85,6.8,8.1,6.5,8.4,7.5,0.0,occasionally,0,7.5,2,0,0.21016297986013147,0.22,Low
Priya Desai,18,Male,BCom,2nd Year,91,6.0,6.0,7.0,8.0,5.5,1.0,never,0,6.5,0,1,0.4914458084461386,0.48,Medium
Karan Mishra,22,Female,BSc CS,2nd Year,75,8.4,7.1,6.2,5.3,6.4,0.0,regularly,0,6.7,3,0,0.28812618182909616,0.29,Low
Simran Reddy,20,Female,BSc IT,1st Year,58,5.6,7.5,5.7,5.4,7.0,1.0,rarely,0,6.2,1,1,0.6104541225200348,0.61,High
Aarav Patel,19,Female,BSc IT,2nd Year,100,7.6,6.1,7.0,6.6,4.9,2.0,regularly,0,6.4,3,1,0.3517723684605456,0.36,Medium
Pooja Saxena,20,Female,BA,2nd Year,93,7.8,6.4,7.3,7.1,5.9,2.0,regularly,0,6.9,3,1,0.32777561004892397,0.33,Medium
Krishna Singh,18,Female,BBA,1st Year,67,7.2,8.2,7.5,6.8,8.1,0.0,rarely,0,7.6,1,0,0.332022691118648,0.33,Medium
Aryan Shah,20,Male,BCom,1st Year,56,8.7,7.0,6.3,7.3,7.0,2.0,occasionally,0,7.3,2,1,0.5130113755740313,0.52,Medium
Krishna Jain,19,Female,BSc IT,3rd Year,80,5.7,7.0,8.3,5.5,6.8,1.0,never,0,6.7,0,1,0.5224810156976918,0.53,Medium
Anjali Singh,21,Female,BCom,2nd Year,50,8.2,4.8,6.6,6.7,6.9,2.0,rarely,0,6.7,1,1,0.6730798091064623,0.68,High
Manav Desai,19,Female,BSc CS,3rd Year,89,7.6,7.7,7.0,6.6,5.7,1.0,regularly,0,6.9,3,1,0.27214335024161823,0.27,Low
Arjun Jain,19,Male,BSc CS,1st Year,79,5.2,8.1,5.2,7.9,8.2,1.0,regularly,0,6.9,3,1,0.3138637932586966,0.32,Medium
Neha Mishra,20,Male,BBA,2nd Year,73,6.6,6.7,7.8,5.5,7.0,0.0,regularly,0,6.7,3,0,0.29273343938529867,0.29,Low
Aryan Sharma,20,Male,BSc CS,3rd Year,86,6.3,7.6,7.2,5.7,8.1,2.0,never,0,7.0,0,1,0.5339916559113965,0.52,Medium
Riya Singh,22,Male,BCom,1st Year,84,5.8,4.9,7.4,6.4,5.8,1.0,rarely,0,6.1,1,1,0.5177536993126632,0.53,Medium
Krishna Desai,22,Female,BBA,1st Year,69,6.2,7.0,9.1,7.5,7.4,1.0,rarely,0,7.5,1,1,0.41664915808746283,0.42,Medium
Karan Reddy,20,Male,BA,1st Year,95,5.2,6.5,6.4,7.0,7.0,1.0,rarely,0,6.4,1,1,0.42359756280577493,0.41,Medium
Manav Shah,19,Female,BCom,1st Year,95,6.6,8.2,7.6,7.9,7.0,1.0,regularly,0,7.5,3,1,0.17761202989464828,0.18,Low
Aryan Kapoor,18,Female,BA,1st Year,77,7.5,9.1,7.1,8.3,7.0,1.0,never,0,7.8,0,1,0.39740973076807623,0.4,Medium
Akash Verma,19,Female,BSc CS,3rd Year,64,8.1,7.0,6.7,5.8,7.0,3.0,never,1,6.9,0,1,0.709622715130414,0.7,High
Sneha Iyer,18,Female,BSc CS,1st Year,56,7.8,8.5,7.6,6.6,8.1,4.0,never,1,7.7,0,1,0.729117267461056,0.72,High
Akash Kapoor,18,Male,BA,3rd Year,48,8.0,7.6,7.7,8.1,5.9,1.0,occasionally,0,7.5,2,1,0.4486298286160217,0.45,Medium
Harsh Patel,22,Female,BSc CS,1st Year,73,7.5,8.7,7.3,8.4,6.6,0.0,rarely,0,7.7,1,0,0.2965753219077348,0.3,Low
Riya Shah,18,Female,BCom,2nd Year,85,6.5,6.9,4.3,6.8,6.7,2.0,rarely,0,6.3,1,1,0.5611699732869107,0.56,Medium
Neha Singh,18,Female,BSc CS,2nd Year,75,8.2,9.3,8.4,6.9,7.0,1.0,never,0,8.0,0,1,0.3848485758021432,0.39,Medium
Aryan Desai,22,Female,BSc CS,1st Year,67,7.8,7.0,6.9,5.1,6.7,1.0,occasionally,0,6.7,2,1,0.45898490260227504,0.46,Medium
Varun Mishra,22,Female,BSc CS,2nd Year,63,7.7,8.9,8.3,7.2,6.8,1.0,never,1,7.8,0,1,0.46329201308641227,0.47,Medium
Ananya Patel,18,Male,BSc CS,1st Year,86,6.1,8.1,6.5,6.1,4.4,1.0,occasionally,0,6.2,2,1,0.42683915118408017,0.41,Medium
Pooja Bansal,20,Male,BSc IT,1st Year,75,7.7,5.7,7.1,7.4,6.4,3.0,rarely,0,6.9,1,1,0.6099138577903173,0.61,High
Neha Tiwari,18,Male,BBA,2nd Year,46,6.7,6.3,4.9,4.4,6.6,1.0,rarely,1,5.8,1,1,0.7191373773148844,0.71,High
Yash Shah,19,Male,BBA,1st Year,65,5.6,7.0,8.0,5.5,8.9,0.0,occasionally,0,7.0,2,0,0.3520875228862143,0.36,Medium
Sneha Joshi,20,Female,BSc CS,2nd Year,66,6.3,6.0,8.8,5.3,4.5,1.0,occasionally,0,6.2,2,1,0.5217756700783385,0.51,Medium
Neha Kapoor,18,Female,BSc CS,3rd Year,76,6.8,8.5,5.6,7.1,9.9,3.0,occasionally,0,7.6,2,1,0.45742413782753544,0.46,Medium
Aisha Pandey,18,Male,BSc IT,1st Year,52,5.5,5.6,6.6,8.0,7.4,1.0,occasionally,0,6.6,2,1,0.5313953837380317,0.53,Medium
Aryan Verma,19,Female,BSc IT,1st Year,73,5.6,7.4,7.0,6.6,8.6,2.0,never,0,7.1,0,1,0.5811147462256505,0.58,Medium
Harsh Bansal,18,Female,BSc IT,1st Year,43,6.5,7.0,8.4,6.6,6.1,1.0,rarely,0,6.9,1,1,0.5992436293783955,0.61,High
Neha Shah,18,Male,BA,2nd Year,98,7.8,7.0,7.4,7.8,4.8,2.0,regularly,0,7.0,3,1,0.29800102050004484,0.31,Medium
Manav Patel,20,Female,BCom,2nd Year,76,7.9,6.2,7.8,8.0,7.0,0.0,rarely,0,7.4,1,0,0.3145391241708436,0.32,Medium
Aarav Verma,19,Female,BSc IT,2nd Year,80,7.6,6.9,7.0,6.8,8.2,2.0,never,0,7.3,0,1,0.5215205450670828,0.52,Medium
Siddharth Tiwari,19,Male,BBA,1st Year,73,6.0,6.6,6.6,6.6,7.9,1.0,rarely,0,6.7,1,1,0.486043161148963,0.49,Medium
Aarav Mishra,20,Male,BCom,2nd Year,71,7.7,6.0,5.6,5.5,6.0,2.0,rarely,0,6.2,1,1,0.6382927634540925,0.64,High
Simran Joshi,18,Female,BSc IT,3rd Year,77,7.0,9.0,6.4,5.8,7.8,0.0,never,0,7.2,0,0,0.39810006903382644,0.4,Medium
Ishaan Patel,22,Male,BA,1st Year,81,7.9,6.7,8.8,5.9,6.3,0.0,regularly,0,7.1,3,0,0.20531560464627668,0.2,Low
Aisha Kapoor,19,Female,BSc CS,1st Year,73,7.3,6.8,7.0,6.8,7.9,1.0,rarely,0,7.2,1,1,0.4308311072425488,0.43,Medium
Manav Jain,20,Female,BSc IT,3rd Year,73,10.0,7.4,5.4,6.7,7.2,3.0,occasionally,1,7.3,2,1,0.505597742894018,0.49,Medium
Pooja Nair,20,Female,BSc CS,2nd Year,73,8.1,7.2,8.5,6.5,7.0,1.0,regularly,0,7.5,3,1,0.2779662034396855,0.28,Low
Varun Desai,19,Male,BSc IT,3rd Year,78,5.1,6.4,9.3,7.6,7.0,0.0,rarely,0,7.0,1,0,0.34784044181649,0.36,Medium
Ananya Chopra,18,Male,BA,1st Year,95,6.9,6.9,8.4,8.5,5.4,1.0,occasionally,0,7.2,2,1,0.26611039409310566,0.26,Low
Aryan Shah,19,Male,BSc IT,2nd Year,68,7.8,7.8,7.2,7.0,5.9,1.0,never,0,7.2,0,1,0.5168082360356574,0.51,Medium
Priya Pandey,21,Male,BA,3rd Year,41,8.0,7.5,5.6,7.4,8.4,1.0,regularly,0,7.4,3,1,0.43221178377404923,0.44,Medium
Anjali Bansal,22,Female,BCom,1st Year,41,5.9,6.7,4.9,7.4,3.6,0.0,rarely,1,5.7,1,0,0.6750757871356965,0.65,High
Siddharth Agarwal,21,Male,BSc IT,1st Year,72,5.1,7.8,8.0,6.4,6.2,1.0,regularly,0,6.7,3,1,0.3758891857009935,0.37,Medium
Kavya Chopra,18,Male,BSc IT,2nd Year,35,6.0,8.8,4.8,5.5,4.2,5.0,occasionally,1,5.9,2,1,1.0,0.91,High
Siddharth Verma,21,Male,BSc IT,3rd Year,73,5.6,7.0,7.0,6.8,10.0,1.0,regularly,0,7.3,3,1,0.3008974397454751,0.29,Low
Ishaan Saxena,19,Female,BSc IT,2nd Year,73,9.2,7.5,4.1,8.3,5.2,0.0,rarely,0,6.9,1,0,0.3967043851487227,0.4,Medium
Tanvi Verma,20,Male,BCom,1st Year,87,9.6,8.7,6.1,6.8,7.3,0.0,rarely,0,7.7,1,0,0.23049794399255638,0.23,Low
Sneha Malhotra,19,Male,BA,3rd Year,76,5.5,7.0,8.5,6.0,8.2,1.0,regularly,0,7.0,3,1,0.3119128372902724,0.32,Medium
Vikram Khan,18,Female,BA,3rd Year,100,4.6,7.9,7.1,8.5,7.3,1.0,occasionally,0,7.1,2,1,0.26136807035447357,0.27,Low
Shreya Joshi,20,Female,BCom,1st Year,64,5.4,8.2,6.9,5.8,8.9,1.0,never,0,7.0,0,1,0.5469430020710148,0.55,Medium
Diya Kulkarni,20,Male,BBA,2nd Year,78,7.4,4.9,7.0,5.5,5.7,4.0,occasionally,1,6.1,2,1,0.7020289942071616,0.66,High
Varun Gupta,22,Female,BSc IT,2nd Year,53,9.4,6.8,7.6,7.6,8.8,0.0,occasionally,0,8.0,2,0,0.2819581594981541,0.29,Low
Sneha Kapoor,22,Female,BSc IT,3rd Year,62,8.2,8.1,6.0,8.6,9.4,1.0,rarely,0,8.1,1,1,0.3735930605996939,0.39,Medium
Vivaan Chopra,18,Male,BSc IT,2nd Year,58,7.5,7.0,9.2,7.1,7.1,1.0,occasionally,0,7.6,2,1,0.3906714290002101,0.38,Medium
Arjun Mehta,19,Male,BBA,1st Year,56,7.8,6.4,5.7,5.9,7.0,3.0,never,1,6.6,0,1,0.7918179908154998,0.78,High
Aryan Patel,22,Male,BSc CS,3rd Year,73,7.0,7.4,10.0,7.5,6.2,2.0,regularly,0,7.6,3,1,0.3345139118167902,0.34,Medium
Vikram Iyer,20,Male,BSc CS,1st Year,67,6.6,6.8,6.4,6.7,3.6,0.0,regularly,0,6.0,3,0,0.40551370171383977,0.41,Medium
Ananya Joshi,21,Male,BCom,1st Year,73,5.4,8.9,7.6,7.2,6.2,1.0,regularly,0,7.1,3,1,0.32671008794309203,0.33,Medium
Aarav Patel,18,Female,BSc CS,1st Year,63,6.6,6.3,6.2,7.4,10.0,0.0,occasionally,0,7.3,2,0,0.3300417204430171,0.33,Medium
Varun Mehta,18,Male,BSc CS,3rd Year,67,5.8,7.3,6.7,8.2,10.0,0.0,rarely,0,7.6,1,0,0.3297565807245551,0.33,Medium
Karan Sharma,21,Male,BSc CS,3rd Year,62,8.1,8.8,8.1,8.2,6.3,2.0,rarely,0,7.9,1,1,0.4693849986493383,0.48,Medium
Rohan Bansal,21,Female,BSc IT,1st Year,72,7.1,5.6,6.0,8.2,7.9,2.0,occasionally,0,7.0,2,1,0.4752228592010083,0.47,Medium
Vivaan Joshi,22,Female,BBA,1st Year,77,7.7,6.6,7.2,8.1,7.0,1.0,rarely,0,7.3,1,1,0.3954587747996516,0.4,Medium
Yash Joshi,21,Female,BSc CS,2nd Year,48,6.0,7.7,8.6,5.5,9.0,1.0,occasionally,0,7.4,2,1,0.46068073355944406,0.46,Medium
Sneha Desai,19,Female,BA,1st Year,60,7.2,8.0,8.2,7.6,5.4,1.0,never,1,7.3,0,1,0.5398145091094637,0.53,Medium
Diya Mishra,19,Female,BA,2nd Year,61,5.7,5.9,6.6,7.8,8.5,1.0,rarely,1,6.9,1,1,0.5165381036707988,0.52,Medium
Rohan Malhotra,22,Female,BCom,2nd Year,73,7.8,9.4,5.0,8.0,7.0,2.0,regularly,0,7.4,3,1,0.35852567758201515,0.37,Medium
Aarav Mehta,22,Male,BCom,1st Year,100,9.3,7.9,8.2,5.7,7.8,1.0,never,0,7.8,0,1,0.2969054836870067,0.3,Low
Shreya Jain,18,Female,BSc CS,1st Year,70,4.5,5.9,5.3,7.8,7.0,1.0,never,1,6.1,0,1,0.6328751088033137,0.62,High
Siddharth Mehta,20,Male,BCom,1st Year,77,9.2,5.2,5.7,5.8,5.9,3.0,occasionally,0,6.4,2,1,0.6029954677792118,0.6,Medium
Vikram Nair,20,Female,BBA,2nd Year,65,6.6,6.8,5.8,7.0,7.8,2.0,never,1,6.8,0,1,0.6493081609988895,0.65,High
Harsh Tiwari,22,Female,BSc IT,3rd Year,88,9.8,7.7,6.5,7.6,6.8,4.0,occasionally,0,7.7,2,1,0.4692949545277186,0.45,Medium
Vikram Desai,22,Female,BA,3rd Year,68,7.6,7.0,6.9,8.3,9.0,1.0,never,0,7.8,0,1,0.44549329171293944,0.45,Medium
Riya Iyer,18,Male,BA,3rd Year,75,6.3,5.3,7.0,5.8,7.0,1.0,never,0,6.3,0,1,0.589954077497974,0.59,Medium
Riya Saxena,22,Male,BSc IT,2nd Year,66,8.5,7.0,4.9,6.8,8.6,2.0,regularly,0,7.2,3,1,0.4176396434252784,0.42,Medium
Karan Verma,19,Female,BCom,1st Year,86,5.8,7.0,8.5,5.6,8.8,2.0,rarely,0,7.1,1,1,0.45206651259116964,0.45,Medium
Anjali Mehta,21,Female,BSc IT,1st Year,66,8.1,6.2,8.2,9.0,6.3,0.0,occasionally,0,7.5,2,0,0.28380406399135555,0.28,Low
Krishna Jain,20,Male,BSc CS,3rd Year,90,6.4,8.6,6.2,8.7,6.6,1.0,occasionally,0,7.3,2,1,0.27799621814689196,0.28,Low
Vikram Jain,21,Male,BBA,2nd Year,90,5.2,6.5,7.0,6.1,8.2,1.0,regularly,0,6.6,3,1,0.3049644325719603,0.3,Low
Rohan Mishra,19,Male,BBA,3rd Year,81,7.4,7.8,7.2,5.7,6.6,0.0,occasionally,0,6.9,2,0,0.2866254464687696,0.28,Low
Vivaan Mehta,22,Female,BSc IT,1st Year,100,7.2,7.0,7.8,6.3,8.3,1.0,occasionally,0,7.3,2,1,0.23147342197676846,0.24,Low
Ananya Jain,19,Female,BBA,2nd Year,85,4.9,8.1,6.0,7.1,7.9,1.0,rarely,0,6.8,1,1,0.42302728336885065,0.42,Medium
Shreya Khan,19,Male,BCom,1st Year,80,6.1,7.0,9.9,6.2,5.1,3.0,occasionally,0,6.8,2,1,0.5310652219587598,0.53,Medium
Krishna Khan,22,Male,BA,1st Year,77,7.1,8.6,7.0,7.7,7.6,2.0,occasionally,0,7.6,2,1,0.3745535312303029,0.37,Medium
Aarav Iyer,22,Female,BBA,3rd Year,79,8.0,7.3,7.0,8.0,6.9,1.0,rarely,0,7.4,1,1,0.374283398865444,0.37,Medium
Manav Saxena,20,Male,BBA,1st Year,76,7.8,7.0,7.0,10.0,8.0,0.0,rarely,0,8.0,1,0,0.24882192274214357,0.26,Low
Ishaan Bansal,22,Female,BSc IT,3rd Year,42,7.4,5.8,7.0,8.2,6.8,2.0,occasionally,0,7.0,2,1,0.6028604015967823,0.59,Medium
Aryan Tiwari,18,Male,BSc IT,2nd Year,93,6.4,4.9,4.6,8.4,4.8,1.0,occasionally,0,5.9,2,1,0.43989554881892134,0.44,Medium
Arjun Saxena,18,Female,BBA,2nd Year,73,7.2,6.8,8.4,6.6,8.5,0.0,never,0,7.5,0,0,0.3782153255094998,0.38,Medium
Vikram Singh,19,Male,BCom,3rd Year,67,6.8,7.0,6.0,6.7,8.6,1.0,never,0,7.0,0,1,0.536677972206381,0.54,Medium
Nisha Sharma,19,Male,BCom,1st Year,53,7.6,5.7,6.4,8.0,8.9,1.0,regularly,0,7.3,3,1,0.38280757571209895,0.39,Medium
Arjun Kapoor,21,Male,BCom,1st Year,60,6.8,8.4,6.7,8.7,7.9,0.0,occasionally,0,7.7,2,0,0.2930636011645706,0.28,Low
Aditya Joshi,19,Female,BSc CS,3rd Year,79,5.8,7.2,8.7,5.5,8.4,0.0,regularly,0,7.1,3,0,0.21607587717981805,0.22,Low
Aarav Nair,20,Female,BBA,3rd Year,87,8.2,7.4,8.3,6.9,7.0,1.0,occasionally,0,7.6,2,1,0.26162319536572914,0.26,Low
Nisha Desai,18,Male,BA,1st Year,85,6.0,6.0,7.3,7.5,6.7,0.0,regularly,0,6.7,3,0,0.23821172374463478,0.24,Low
Anjali Gupta,21,Male,BSc IT,1st Year,71,7.7,6.4,7.0,9.2,6.4,1.0,occasionally,0,7.3,2,1,0.3597862952846894,0.35,Medium
Priya Bansal,19,Female,BBA,1st Year,60,6.8,5.4,6.3,7.4,7.3,3.0,rarely,1,6.7,1,1,0.7022841192184172,0.71,High
Yash Nair,22,Female,BSc CS,3rd Year,85,6.3,9.4,7.4,7.7,6.8,2.0,never,0,7.5,0,1,0.47265660173485,0.46,Medium
Kavya Kapoor,22,Male,BSc IT,3rd Year,36,9.3,7.9,6.5,7.7,7.5,0.0,never,0,7.8,0,0,0.5092295224660085,0.5,Medium
Rohan Sharma,18,Male,BCom,3rd Year,81,7.8,7.7,5.0,7.0,7.0,0.0,regularly,0,6.9,3,0,0.23489509859831303,0.23,Low
Akash Patel,19,Female,BCom,1st Year,71,6.0,9.6,6.2,7.8,7.4,1.0,rarely,0,7.4,1,1,0.4145481285830056,0.42,Medium
Priya Gupta,19,Female,BA,2nd Year,82,6.0,9.0,7.0,7.2,7.0,0.0,rarely,0,7.2,1,0,0.30856619743674396,0.3,Low
Rahul Kulkarni,18,Male,BSc CS,3rd Year,59,7.2,6.3,9.2,10.0,6.7,1.0,never,1,7.9,0,1,0.46890476333403364,0.47,Medium
Aditya Nair,21,Female,BBA,2nd Year,62,9.0,8.9,7.1,7.6,6.3,0.0,occasionally,0,7.8,2,0,0.2739142179668037,0.26,Low
Shreya Nair,19,Female,BCom,1st Year,73,6.3,7.6,6.8,8.7,7.7,1.0,never,0,7.4,0,1,0.46224149833418376,0.46,Medium
Shreya Malhotra,18,Male,BA,3rd Year,76,7.0,5.9,8.9,7.3,6.7,1.0,regularly,0,7.2,3,1,0.29993696911486617,0.3,Low
Kavya Saxena,19,Male,BSc IT,1st Year,75,6.7,7.6,4.8,7.9,7.8,1.0,rarely,0,7.0,1,1,0.44754929915658664,0.45,Medium
Vikram Singh,19,Female,BSc CS,1st Year,99,8.0,6.6,6.9,7.7,8.2,2.0,never,0,7.5,0,1,0.4142779962181468,0.43,Medium
Anjali Mishra,19,Male,BCom,2nd Year,74,8.2,7.2,7.0,6.4,8.4,1.0,never,0,7.5,0,1,0.45365729207311567,0.46,Medium
Anjali Patel,22,Male,BSc IT,3rd Year,56,6.4,8.0,7.7,7.0,5.6,0.0,regularly,0,6.9,3,0,0.3394663385058678,0.34,Medium
Aryan Desai,21,Male,BBA,2nd Year,64,7.2,5.4,7.1,7.4,9.4,0.0,regularly,0,7.3,3,0,0.2629738571900231,0.26,Low
Tanvi Reddy,20,Female,BSc IT,3rd Year,59,7.6,8.5,9.0,6.9,6.8,1.0,never,1,7.8,0,1,0.4839421316445058,0.48,Medium
Karan Malhotra,18,Female,BSc CS,3rd Year,52,10.0,5.4,7.2,4.9,4.6,2.0,occasionally,0,6.4,2,1,0.6320797190623406,0.63,High
Krishna Kapoor,22,Male,BBA,2nd Year,73,7.3,6.8,4.7,6.9,7.0,2.0,rarely,0,6.5,1,1,0.5818050844914009,0.59,Medium
Sneha Gupta,19,Male,BSc CS,2nd Year,100,5.4,7.0,7.4,8.8,7.2,0.0,never,0,7.2,0,0,0.29546477774109314,0.3,Low
Ishaan Chopra,21,Female,BBA,3rd Year,82,4.2,5.8,5.6,8.1,8.6,3.0,occasionally,0,6.5,2,1,0.5688837530389891,0.57,Medium
Rahul Singh,22,Male,BSc CS,2nd Year,76,5.5,7.0,8.0,7.2,7.4,1.0,rarely,0,7.0,1,1,0.43528829126271873,0.45,Medium
Manav Singh,21,Male,BCom,2nd Year,43,5.9,7.2,8.5,9.6,6.6,0.0,never,1,7.6,0,0,0.5047273163850287,0.5,Medium
Varun Agarwal,19,Male,BBA,2nd Year,66,6.1,4.4,7.4,7.2,7.6,1.0,never,0,6.5,0,1,0.5958819821712639,0.59,Medium
